SaleID,price
200000,1251.197968256991
200001,1837.9215135819509
200002,7891.173716531433
200003,923.0374095456082
200004,1980.3275161958948
200005,1326.0132613634269
200006,410.2636756679575
200007,3200.2732295992955
200008,9995.320569294901
200009,613.0301256175258
200010,615.8183075421553
200011,2625.802461094139
200012,5816.989158857813
200013,6997.957074979785
200014,1320.7745414891806
200015,257.4067627764431
200016,1755.1442284259324
200017,8259.914479898314
200018,7211.598767261951
200019,739.7715795391565
200020,25059.721274230684
200021,7245.999009944768
200022,2011.0622922209013
200023,1612.3050422241683
200024,855.0142697856934
200025,7181.69680993722
200026,375.1339572274972
200027,12159.553356992586
200028,4168.798813961379
200029,7708.65413561507
200030,17558.6930442087
200031,12588.400076094467
200032,606.9115291288289
200033,14669.937980198183
200034,800.4583853914698
200035,1981.2987609209765
200036,14197.470140137639
200037,5363.767375988234
200038,1607.7413201683826
200039,344.28012927817105
200040,569.0393494588692
200041,24963.23300115073
200042,429.9852588681375
200043,7701.187950528382
200044,18914.543951595726
200045,576.917295425056
200046,16551.49821685287
200047,16991.205575011325
200048,2149.335572137989
200049,3034.0497919239974
200050,554.5556207069559
200051,4447.16154931874
200052,2528.054367785359
200053,507.1830402264186
200054,13715.5200629171
200055,10481.178060201539
200056,5994.596807032987
200057,3339.0296606967477
200058,1009.7880549739671
200059,5113.702704040395
200060,8430.420223735322
200061,1295.0948398682774
200062,5630.263881564308
200063,8199.185403768503
200064,1348.1394229793143
200065,1692.5948023135734
200066,530.7935167221297
200067,10019.983048170256
200068,197.7479248206444
200069,18887.125479960225
200070,9480.231128083871
200071,282.2238680184196
200072,6569.91736792215
200073,18153.9106842023
200074,4457.2960336614
200075,9904.450717634541
200076,2929.40399673179
200077,349.07746772898827
200078,358.28315986611807
200079,3058.4623949108804
200080,3288.5765598689904
200081,2079.3629872058286
200082,4179.416131155039
200083,463.6228255666925
200084,1227.7292100186723
200085,1522.3888878778569
200086,6789.631236661941
200087,3243.363415597896
200088,2575.702659436157
200089,41029.64317135355
200090,2714.6599970379334
200091,188.35775740376738
200092,1770.8192712644702
200093,16552.01247654363
200094,6813.77543852403
200095,5962.885153853531
200096,2378.297323771623
200097,1253.730174293922
200098,438.56155162653033
200099,23331.011738615984
200100,22170.635193804585
200101,7547.015185648761
200102,1788.013105729356
200103,11062.0527333358
200104,5397.037731136106
200105,4320.816400535876
200106,8212.842307625717
200107,2091.6234662089687
200108,13533.169183975882
200109,7798.4909749262715
200110,629.1094551340792
200111,1866.7368033539503
200112,1754.7840745780888
200113,787.5204595608465
200114,2258.5094003736713
200115,1331.4790418577259
200116,13432.802755311955
200117,16897.260981801566
200118,62253.77544881746
200119,204.21391743463718
200120,3279.5325780796666
200121,2679.6467420624635
200122,679.009586236352
200123,2389.5740040920327
200124,55312.42151635632
200125,654.057714013781
200126,3137.843594810202
200127,14796.875910667724
200128,1581.149237315272
200129,6089.0377073861655
200130,3728.7194094269194
200131,2835.824843795027
200132,1315.7661488209205
200133,2494.6225351770368
200134,1325.9885526910716
200135,2985.8911643248057
200136,3863.868215719063
200137,599.8299083431045
200138,10087.711823910271
200139,6554.3713110082745
200140,2644.1174900595915
200141,1512.866137568031
200142,6742.708322926292
200143,6910.43492116518
200144,1367.3827274747975
200145,6035.918460697222
200146,2691.0145878141893
200147,4573.725838744768
200148,3005.350511740523
200149,210.04845567100762
200150,10600.238994016796
200151,5054.170658568067
200152,622.6839332892953
200153,513.3465760782169
200154,7227.828829230253
200155,2530.732472471444
200156,16156.597184987417
200157,8531.532741417032
200158,10079.165939478622
200159,979.1986241597531
200160,6892.327518647733
200161,7448.735450136384
200162,6297.802917545755
200163,1106.7924762571404
200164,16951.790853482744
200165,15309.740611190393
200166,23880.26482069569
200167,3672.270121570728
200168,38443.93429158673
200169,690.6105741749531
200170,2781.247353825941
200171,8725.44052861514
200172,2036.1091888480628
200173,34251.347324475944
200174,652.8247732151873
200175,2472.842462763112
200176,8227.153608534427
200177,5922.971001395294
200178,5365.530370728443
200179,3497.085821512385
200180,909.4531750298237
200181,17461.72211674929
200182,4309.89167063862
200183,1648.7951786670246
200184,2084.5380779657967
200185,4009.5451515876766
200186,3399.5537789670207
200187,5843.978489729821
200188,10095.638545729678
200189,12123.928438681143
200190,3340.7671420603697
200191,3119.87176609442
200192,956.0918807682009
200193,4241.164024550988
200194,7392.427057399747
200195,2282.0668242115426
200196,834.7672858826053
200197,23892.24866304322
200198,1138.8691163600733
200199,4623.891009794196
200200,609.0013392313402
200201,8241.688985717577
200202,2083.526941372839
200203,1468.8085216179145
200204,7966.989297017742
200205,5392.579288541028
200206,851.2610300306193
200207,4278.392105730926
200208,5618.193411299008
200209,1374.0593402338004
200210,13202.594350791967
200211,5300.913369052901
200212,6985.701740568425
200213,8727.40684290315
200214,19655.840956885208
200215,7306.916645128559
200216,3143.780986673779
200217,1220.9118470987319
200218,10196.167543966096
200219,1224.1244239541238
200220,2684.6626496239323
200221,7478.339999753001
200222,2217.107464161897
200223,652.9585105464053
200224,12645.681665293752
200225,3234.04568338827
200226,1195.967972088659
200227,8990.880212644812
200228,210.66969936449985
200229,6621.516647236159
200230,9487.057968951933
200231,4768.826218841403
200232,1015.1313724493139
200233,7355.460778370431
200234,396.049876894871
200235,7522.096701935622
200236,5580.011399460114
200237,4829.177271948037
200238,7149.450400872162
200239,9417.527502358296
200240,27600.99826864427
200241,10632.082303897014
200242,4175.461429008256
200243,2904.499674815987
200244,6332.050143429788
200245,3953.159525833128
200246,4149.232008064928
200247,1131.4397474770947
200248,260.8814099479148
200249,10202.876391047756
200250,31797.15618912553
200251,10793.78083893422
200252,683.7137588162919
200253,8553.810446858037
200254,11241.098477779911
200255,7477.142027363161
200256,2429.864993396817
200257,8931.624462147378
200258,3495.419332508509
200259,8346.913338485483
200260,1439.373717546031
200261,4234.188480126026
200262,2498.456655569897
200263,8999.037109397581
200264,7011.225869696943
200265,5988.866629125036
200266,1029.8511895236882
200267,13420.075585804017
200268,7447.70808322504
200269,3516.2407360208463
200270,9564.991565412529
200271,2895.669902743937
200272,2039.9476925047136
200273,16811.312803988076
200274,502.60742171968064
200275,14016.421688654904
200276,2095.823409800076
200277,2922.810385331284
200278,1601.3462087155472
200279,9986.113492914401
200280,2350.038171552605
200281,780.7263917179613
200282,12986.990596826601
200283,6225.22229968567
200284,407.7738731136542
200285,5013.721948474775
200286,3483.6240658886704
200287,12167.084274128683
200288,12587.732497591625
200289,3038.550890157595
200290,6596.089422096872
200291,8816.598405740544
200292,2071.5738249150922
200293,8811.693646983265
200294,6198.1756819544635
200295,811.1493564589834
200296,2930.4570025644466
200297,7849.50561709859
200298,1392.9988414908464
200299,4479.346704482537
200300,5047.274937346976
200301,5560.275143963099
200302,1492.6939715731728
200303,6402.237310525915
200304,1890.8104964470197
200305,4057.262233124925
200306,1699.1584915276087
200307,15242.621835999706
200308,1402.3375984426432
200309,1222.156850994034
200310,1106.785815021831
200311,1372.8499926173022
200312,10685.232479200564
200313,1700.8681512232695
200314,4510.174555801157
200315,877.5742550255205
200316,41573.7256060217
200317,2522.321531781476
200318,418.2012572870447
200319,10511.21737143741
200320,3174.0314871854243
200321,28921.78605853434
200322,16452.570572670644
200323,1328.614673685602
200324,24815.41994885191
200325,5812.448590410407
200326,2289.579714011209
200327,24265.921951876295
200328,487.5410768728592
200329,8185.164437154773
200330,1825.9694279770767
200331,1503.7360419450824
200332,11693.369580931507
200333,1221.442965300008
200334,454.4491944132013
200335,1705.4389652139087
200336,1410.590234432814
200337,702.0658921894251
200338,1846.1538339985414
200339,14126.453805386745
200340,30571.999043360018
200341,2760.7184827189867
200342,6366.330890434714
200343,1810.1311471411866
200344,5556.169707622543
200345,6516.845522379411
200346,1226.7558751095314
200347,11909.044581541655
200348,9817.08601574239
200349,749.6361159570218
200350,12519.63168279721
200351,2203.462224606652
200352,700.6034949579828
200353,1996.7743536163493
200354,3185.052600620382
200355,622.4180447730544
200356,3884.0038204674693
200357,2314.629012526257
200358,2966.828064198568
200359,9662.55311013005
200360,16278.17622005078
200361,1852.017401719978
200362,2078.937485904383
200363,1250.5535695345823
200364,7671.60369127133
200365,9526.139703724584
200366,978.0517267598443
200367,5773.608580288211
200368,6402.313621224594
200369,5547.766740171782
200370,963.4856890028677
200371,10432.675184065385
200372,793.8540115270664
200373,1247.802092176617
200374,926.654194868617
200375,1167.7432484373053
200376,2646.1328435191135
200377,1889.3967493506805
200378,1421.3460613394445
200379,1835.203733429679
200380,789.3282044319288
200381,3901.8199630960044
200382,29520.687854327578
200383,2257.146288442406
200384,2504.95892966252
200385,831.7862971346757
200386,1115.623245409667
200387,3920.3361709549413
200388,6875.160488076433
200389,7717.094434675877
200390,364.86667792098683
200391,3161.20737429198
200392,1140.8586169534613
200393,3032.2384107469884
200394,3507.4831040212052
200395,107.33102377418588
200396,2748.5767241543235
200397,931.2820695988797
200398,2141.266916103386
200399,728.279407682963
200400,2111.132191688351
200401,5629.597335234012
200402,1385.237987835191
200403,3676.5467520478683
200404,625.1698518454097
200405,677.5951098864557
200406,2369.4992365866146
200407,1613.153151987097
200408,6953.857221025732
200409,11354.963179629374
200410,7577.759966932695
200411,1498.9679048066596
200412,19086.986050224103
200413,10994.231583940837
200414,4426.361529643959
200415,9241.810264171072
200416,8181.118897400863
200417,1665.0094215319605
200418,1099.472264061461
200419,17531.29829040854
200420,18988.996273471494
200421,1376.20028180926
200422,1613.457051249373
200423,1021.8327477928592
200424,53615.914195730555
200425,8671.197463128454
200426,3774.4938047431256
200427,17981.004874885493
200428,1248.915604823065
200429,4182.855845986497
200430,2393.665755073277
200431,2687.655729793086
200432,4033.801575298428
200433,16175.59377030063
200434,684.3008681976763
200435,5084.703007677343
200436,9840.790795789095
200437,813.8709497879286
200438,204.21163074989516
200439,1039.7305918181062
200440,1331.9804352942956
200441,1098.930275168702
200442,1422.2737713591007
200443,7059.340433944565
200444,1304.8979070415257
200445,2996.454331367619
200446,3673.8391729920213
200447,6924.376567427354
200448,14731.254513698019
200449,1174.7313077696658
200450,2477.8408658312283
200451,971.5747792912251
200452,3138.094076765832
200453,3211.586381751443
200454,883.0918917373938
200455,7888.354176007419
200456,1200.4309513336138
200457,1279.7439180390902
200458,789.8594926820887
200459,3947.324637235001
200460,3116.2127635258576
200461,3679.4337659301664
200462,5270.83423885028
200463,8375.860155216085
200464,1111.4962237280822
200465,9403.998614699552
200466,2401.586850671039
200467,2747.210013841803
200468,2169.984633078791
200469,206.0570398750703
200470,9494.506534709599
200471,407.76539043674126
200472,8547.253120492549
200473,53478.864236000176
200474,1650.6144025827562
200475,3948.303669454509
200476,11860.066206762094
200477,5185.814289385988
200478,5085.114564286927
200479,1104.7595119001687
200480,6553.047611903716
200481,1580.2468060710612
200482,1527.719683673397
200483,2404.467159153726
200484,2337.1920351971826
200485,4782.715614258199
200486,5535.5082615324
200487,9619.106047893325
200488,1114.5118787161834
200489,6327.746284823864
200490,8742.122562575332
200491,8321.146424653922
200492,18573.38050223795
200493,102.82386322279262
200494,2338.521367795857
200495,5823.3665012877655
200496,354.20779329847886
200497,590.5387716232524
200498,17125.08267830238
200499,760.333912002435
200500,6058.411246670412
200501,4047.6594777990786
200502,1766.4208879105424
200503,358.70149345737605
200504,2437.130843831419
200505,5924.28713143054
200506,137.78150142181008
200507,3238.3657948738664
200508,1846.8713991391533
200509,1236.966802547899
200510,8657.519582907516
200511,10525.934783151157
200512,25732.093027250223
200513,14891.723869474745
200514,12535.173461689288
200515,673.2746455460672
200516,22080.07805878194
200517,9261.6137767486
200518,2481.7384362756275
200519,14558.896488133048
200520,1340.7246203804723
200521,23577.11673440622
200522,158.1245294553394
200523,4563.850566526133
200524,8260.984823472823
200525,476.53486902630937
200526,375.9822121749701
200527,4147.321938350112
200528,3728.758688582405
200529,679.6607729634769
200530,7374.57000334608
200531,13102.487463688989
200532,1232.2525216265537
200533,19790.848927973595
200534,1166.220636602825
200535,236.1479764095403
200536,967.5108824588098
200537,884.9253066106024
200538,3706.5566388267416
200539,6907.819137140108
200540,2661.8759131640086
200541,2771.2918352903307
200542,2481.846802196456
200543,3952.2112130527476
200544,520.5680864623434
200545,4014.9630352985937
200546,5744.554535556144
200547,4462.397747952562
200548,4016.417300671709
200549,13311.945854460248
200550,12497.077750707547
200551,459.873455765504
200552,11730.380494181414
200553,254.29652794112658
200554,11875.737588730746
200555,2296.2026714424537
200556,4008.05238225764
200557,12755.338791935292
200558,5945.423362066523
200559,1375.3759992234877
